Target,MAE,MSE,MAE_Exact,Weekly_ROI,Week_Forecast
1.00755,1.203034293,2.880778999,1.535873685,"[-0.5212849, -0.52665687, -0.5340364, -0.56773037, -0.5866366, -0.58579457, -0.561064, -0.5153186, -0.4476773, -0.363042, -0.26425856, -0.14826164, -0.013829879, 0.13901237, 0.28688875, 0.4209791, 0.5405262, 0.6457779, 0.7323912, 0.80259657, 0.8568644, 0.89820135, 0.9281021, 0.9482949, 0.9604323, 0.96622914, 0.9673778, 0.96549535, 0.96207094, 0.9584066, 0.95558524, 0.9545727, 0.95522165, 0.95749915, 0.9613627, 0.9666048, 0.97293085, 0.979932, 0.98722506, 0.99444515, 1.0012977, 1.0075525]",[3.5393682 2.9314094 2.7016053 ... 3.1952527 3.2728362 1.0055753]
0.00812,1.184984325,2.799132605,1.522672411,"[-0.74878407, -0.73980683, -0.69151944, -0.6245727, -0.54083997, -0.44217855, -0.32869473, -0.21808831, -0.120714456, -0.041258354, 0.0061962847, 0.035382655, 0.047248878, 0.04003326, 0.016739372, -0.015142914, -0.03935165, -0.039895758, -0.03317125, -0.022390092, -0.008561402, 0.0045527983, 0.0160952, 0.02532683, 0.032151636, 0.036407705, 0.03835263, 0.037912183, 0.035028405, 0.03016099, 0.024282537, 0.018148078, 0.012370353, 0.0074011087, 0.0035066623, 0.00086410437, -0.00028309412, -1.1827797e-06, 0.0013964623, 0.0034888089, 0.0058619073, 0.00812286]",[3.581499   2.9021451  2.7523599  ... 3.186956   3.3174465  0.58584726]
0.03625,1.212253025,2.903984102,1.610576548,"[-0.3399498, -0.40344203, -0.45199668, -0.5598069, -0.6524017, -0.73108613, -0.8033988, -0.8583313, -0.9020778, -0.930281, -0.9386117, -0.9400778, -0.93104774, -0.9091503, -0.86700046, -0.799917, -0.71774197, -0.64319015, -0.57320243, -0.50514865, -0.44131115, -0.38142994, -0.32602742, -0.27516836, -0.2288285, -0.1868481, -0.14899713, -0.114986934, -0.084511876, -0.05656249, -0.029283352, -0.0048899744, 0.016335761, 0.031479716, 0.04026864, 0.0438994, 0.045191392, 0.045062896, 0.043967225, 0.04206855, 0.03947146, 0.03624888]",[3.7462232 3.0492134 2.8738804 ... 3.0008087 3.175061  0.9592069]
-1.54264,1.17691552,2.757310435,1.51073168,"[-0.79317796, -0.97103685, -1.1050758, -1.2632551, -1.4015145, -1.5166456, -1.6035709, -1.6667943, -1.7101556, -1.7372034, -1.7520227, -1.7551028, -1.7499523, -1.7391258, -1.7267026, -1.7168229, -1.7079515, -1.6981441, -1.689805, -1.6803068, -1.6707982, -1.661573, -1.6527199, -1.6442753, -1.636215, -1.6285013, -1.6211264, -1.6140814, -1.6073543, -1.6009312, -1.5947932, -1.5889211, -1.583299, -1.5779145, -1.572765, -1.5678437, -1.5631409, -1.5586513, -1.5543641, -1.5502716, -1.546366, -1.5426403]",[3.5440662  2.8010912  2.6635168  ... 2.8950026  3.0872974  0.80132127]
-0.43104,1.191381387,2.775556012,1.467430547,"[-0.99933434, -1.1372802, -1.1906778, -1.2592623, -1.2985522, -1.3177909, -1.3225247, -1.3058524, -1.2704432, -1.2180479, -1.1465868, -1.0704556, -0.9880954, -0.89866745, -0.800052, -0.6910363, -0.583674, -0.5011983, -0.43832713, -0.38974494, -0.35534376, -0.33329144, -0.32165244, -0.31845504, -0.32186443, -0.33008114, -0.3413067, -0.35417682, -0.3675875, -0.38069302, -0.39290324, -0.40382028, -0.41318253, -0.42083567, -0.4267019, -0.43081403, -0.43336892, -0.43460184, -0.43475002, -0.43405473, -0.43274826, -0.43104172]",[3.36648    2.6110578  2.4905782  ... 3.07901    3.1484149  0.46872604]
-0.87278,1.215076774,2.883058612,1.60039006,"[-0.8090478, -0.9321716, -0.98668784, -1.1013219, -1.1975617, -1.2794964, -1.3359869, -1.3658441, -1.3705525, -1.3546584, -1.3234557, -1.2802413, -1.2287226, -1.1712298, -1.113431, -1.0604678, -1.0158634, -0.9810826, -0.9542923, -0.9289695, -0.90592647, -0.8855766, -0.8679957, -0.8533353, -0.84157795, -0.83265835, -0.8263656, -0.822458, -0.8206654, -0.82069254, -0.82224125, -0.8250139, -0.8287176, -0.83308643, -0.83789754, -0.8429763, -0.8481911, -0.8534381, -0.8586099, -0.8636075, -0.8683526, -0.8727834]",[3.514223   2.8885221  2.7290697  ... 2.9328818  3.2640204  0.79448456]
-0.89317,1.183938574,2.780641544,1.473956103,"[-1.0207227, -1.1073368, -1.1315982, -1.151072, -1.1528821, -1.1437029, -1.1303649, -1.1096853, -1.0845757, -1.0558916, -1.0234454, -0.99329525, -0.96492887, -0.93719244, -0.9095662, -0.88168633, -0.8570075, -0.8442361, -0.83675885, -0.83020914, -0.8263254, -0.8244336, -0.82452357, -0.8262589, -0.8293532, -0.8334852, -0.83835334, -0.843685, -0.849241, -0.85482293, -0.8602674, -0.86544067, -0.8702458, -0.8746204, -0.87853324, -0.881976, -0.8849442, -0.88743633, -0.8894727, -0.8910831, -0.8923031, -0.89317214]",[3.6014833 2.9563675 2.7769876 ... 3.0720403 3.1394114 0.3153497]
-7.03622,1.185802027,2.802278839,1.511921876,"[-0.5925151, -0.8344802, -1.024513, -1.2460462, -1.4466535, -1.6399349, -1.8241937, -2.0066974, -2.1873953, -2.3705988, -2.5581079, -2.748114, -2.9417977, -3.138244, -3.3403494, -3.550634, -3.769246, -3.989071, -4.20528, -4.41846, -4.6278863, -4.8317413, -5.0291734, -5.219081, -5.4005785, -5.5729074, -5.73549, -5.887925, -6.030001, -6.1616607, -6.282996, -6.394209, -6.4955955, -6.587524, -6.670399, -6.7446613, -6.810779, -6.8692374, -6.9205256, -6.9651356, -7.0035434, -7.0362244]",[3.423902   2.5884318  2.554193   ... 3.4154403  3.5704803  0.99062335]
-0.77007,1.185624341,2.790130247,1.592714906,"[-0.41767484, -0.49218747, -0.57055277, -0.72070134, -0.8634031, -0.9931631, -1.1031504, -1.1904162, -1.2574083, -1.3041828, -1.3335485, -1.3469738, -1.3466375, -1.3366057, -1.317966, -1.2908847, -1.2550373, -1.2154391, -1.1766858, -1.141604, -1.109482, -1.0815324, -1.0574018, -1.0367882, -1.0191041, -1.003719, -0.9899828, -0.9772885, -0.9651052, -0.9529966, -0.9406325, -0.92778313, -0.9143119, -0.90016234, -0.88534206, -0.8699128, -0.85396695, -0.8376132, -0.8209599, -0.804103, -0.78711975, -0.770067]",[3.5313692 2.8395042 2.671854  ... 3.2010565 3.4647093 1.2259687]
-1.19017,1.202591269,2.843272364,1.616929127,"[-0.5787451, -0.7413333, -0.8734355, -1.0093155, -1.1142851, -1.1945617, -1.2428863, -1.2594721, -1.2393181, -1.1884457, -1.109756, -1.0054793, -0.88174134, -0.74172825, -0.595293, -0.45051798, -0.31342053, -0.18633455, -0.06998375, 0.03306281, 0.11678103, 0.1712561, 0.196076, 0.19300598, 0.16781944, 0.12505111, 0.06847169, 0.0010879338, -0.07282548, -0.16727048, -0.26826963, -0.3770751, -0.49008107, -0.6049037, -0.7178179, -0.82541734, -0.9245752, -1.0118306, -1.0841411, -1.1390425, -1.1747785, -1.1901735]",[3.5684252 2.8766131 2.7599845 ... 2.9876292 3.2341595 0.8764743]
-1.32826,1.275302777,3.059462268,1.657694653,"[-0.7258716, -0.9311707, -1.1320014, -1.3305062, -1.5139371, -1.6751835, -1.8065464, -1.9076205, -1.9796863, -2.0210078, -2.034857, -2.020714, -1.9794707, -1.9177852, -1.8413322, -1.757301, -1.6676629, -1.565755, -1.4543356, -1.343314, -1.2360685, -1.134557, -1.041812, -0.9602667, -0.89191186, -0.8381139, -0.79968536, -0.7768286, -0.7691823, -0.7758797, -0.79562515, -0.8267895, -0.8674979, -0.9157119, -0.9693078, -1.026146, -1.0841402, -1.1413146, -1.1958389, -1.2460673, -1.2905893, -1.3282576]",[3.5832186 2.9477959 2.7444673 ... 3.2772386 3.4478145 0.8834616]
-0.94973,1.201808854,2.832166505,1.534988892,"[-0.56753224, -0.5928631, -0.5894663, -0.6426339, -0.7026995, -0.76248384, -0.8190204, -0.8682215, -0.9084343, -0.940681, -0.9639987, -0.98174286, -0.99463797, -1.0020394, -1.0038052, -1.000186, -0.9928311, -0.9882831, -0.9859676, -0.9838644, -0.9824927, -0.981055, -0.9795114, -0.97775763, -0.9757969, -0.9736776, -0.97146684, -0.96923685, -0.96705467, -0.96496844, -0.9630179, -0.9612269, -0.9596023, -0.95813483, -0.9567994, -0.95556545, -0.9544173, -0.9533453, -0.95234287, -0.9514079, -0.95053923, -0.9497348]",[3.2084873 2.5556233 2.3842113 ... 3.0252361 3.1011739 0.886139 ]
1.20156,1.202952831,2.895632419,1.511956763,"[-0.90231895, -1.1049131, -1.2054667, -1.3034905, -1.3440893, -1.343358, -1.3060201, -1.2436877, -1.1595465, -1.0656366, -0.9652298, -0.86584055, -0.7747941, -0.6885394, -0.6078153, -0.5324986, -0.46581006, -0.4104009, -0.36516273, -0.32052207, -0.27724177, -0.23403853, -0.18988468, -0.14256126, -0.09013367, -0.031563185, 0.037022598, 0.118174516, 0.20777854, 0.30948305, 0.42031077, 0.5352611, 0.6513953, 0.7648132, 0.87141144, 0.96776927, 1.0508945, 1.1183206, 1.168124, 1.1989654, 1.210127, 1.2015557]",[3.4885392 2.777634  2.6279545 ... 3.285975  3.3849568 0.7312408]
